"Network","UnitCode","SiteCode","StartDate","Year","QAQC","PlotName","CommunityType","ScientificName","CommonName","SpeciesCode","Damage","No.Damage","Subsampled"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",3,130,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",2,39,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",6,134,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,63,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,10,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",1,168,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",0,11,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"F5","Fucus","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Carcinus maenas","Green crab","CARMAE",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Littorina littorea","Common periwinkle","LITLIT",8,73,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Littorina obtusata","Smooth periwinkle","LITOBT",3,29,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"F5","Fucus","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,1,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",4,16,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",1,5,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,96,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,101,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,39,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R5","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",6,11,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R5","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",2,0,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",5,45,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R5","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R5","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",2,26,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R5","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,5,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,2,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,4,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,6,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,2,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",9,69,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",1,18,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",3,18,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,92,"Yes"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,2,"Yes"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",5,94,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,5,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,234,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,9,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R1","Red Algae","Carcinus maenas","Green crab","CARMAE",0,3,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",18,261,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,4,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,5,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",11,233,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R1","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,12,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",10,182,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R1","Red Algae","Carcinus maenas","Green crab","CARMAE",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R1","Red Algae","Littorina littorea","Common periwinkle","LITLIT",10,153,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R1","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R1","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,23,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,3,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",10,94,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,5,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R2","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",1,0,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,12,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,30,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",1,0,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,106,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",12,95,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,4,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R2","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",1,170,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,8,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R2","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R2","Red Algae","Carcinus maenas","Green crab","CARMAE",1,0,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",257,0,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",1,0,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",9,123,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,8,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R2","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,4,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,4,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",6,169,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R2","Red Algae","Carcinus maenas","Green crab","CARMAE",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R2","Red Algae","Littorina littorea","Common periwinkle","LITLIT",6,96,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R2","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R2","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R2","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R3","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,6,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",5,15,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R3","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,3,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R3","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",1,3,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,51,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,63,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R3","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R3","Red Algae","Littorina saxatilis","Rough periwinkle","LITSAX",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",5,101,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,4,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",7,125,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R3","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,2,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R3","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,5,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",13,107,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,148,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R3","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,2,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R3","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,2,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R3","Red Algae","Carcinus maenas","Green crab","CARMAE",0,1,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",34,180,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R3","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R3","Red Algae","Littorina littorea","Common periwinkle","LITLIT",4,36,"No"
"NETN","ACAD","BASHAR","2013-06-21",2013,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,1,"No"
"NETN","ACAD","BASHAR","2013-06-24",2013,TRUE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",0,1,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",2,12,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R4","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2014-06-21",2014,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",9,58,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R4","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2015-06-12",2015,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,5,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",1,6,"No"
"NETN","ACAD","BASHAR","2016-06-28",2016,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",1,131,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R4","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R4","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,1,"No"
"NETN","ACAD","BASHAR","2017-06-25",2017,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,2,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",12,106,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R4","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R4","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",0,3,"No"
"NETN","ACAD","BASHAR","2018-05-18",2018,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,5,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",11,196,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R4","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,1,"No"
"NETN","ACAD","BASHAR","2019-06-11",2019,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R4","Red Algae","Carcinus maenas","Green crab","CARMAE",0,2,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",15,224,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R4","Red Algae","Nucella lapillus","Dogwhelk","NUCLAP",3,0,"No"
"NETN","ACAD","BASHAR","2021-07-18",2021,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",3,100,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R4","Red Algae","Littorina obtusata","Smooth periwinkle","LITOBT",0,4,"No"
"NETN","ACAD","BASHAR","2022-05-22",2022,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,6,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",26,150,"No"
"NETN","ACAD","BASHAR","2023-06-12",2023,FALSE,"R4","Red Algae","Testudinalia testudinalis","Limpet","TECTES",0,3,"No"
"NETN","ACAD","BASHAR","2024-06-29",2024,FALSE,"R4","Red Algae","Littorina littorea","Common periwinkle","LITLIT",3,62,"No"
